hemmamal,bortamal,datum,sasong,segrare,id,plats,lag,status,gjorda_mål,insläppta_mål
1,0,1925-09-13,1925_1926,hemma,175,hemma,AIK,seger,1,0
1,0,1925-09-13,1925_1926,hemma,175,borta,Eskilstuna,förlust,0,1
6,3,1925-09-20,1925_1926,hemma,176,hemma,Örgryte,seger,6,3
6,3,1925-09-20,1925_1926,hemma,176,borta,Landskrona,förlust,3,6
3,3,1925-09-20,1925_1926,lika,177,hemma,IFK Malmö,lika,3,3
3,3,1925-09-20,1925_1926,lika,177,borta,City,lika,3,3
2,0,1925-09-20,1925_1926,hemma,178,hemma,Helsingborg,seger,2,0
2,0,1925-09-20,1925_1926,hemma,178,borta,IFK Uddevalla,förlust,0,2
0,3,1925-09-20,1925_1926,borta,179,hemma,Eskilstuna,förlust,0,3
0,3,1925-09-20,1925_1926,borta,179,borta,Gais,seger,3,0
0,4,1925-09-27,1925_1926,borta,180,hemma,City,förlust,0,4
0,4,1925-09-27,1925_1926,borta,180,borta,Helsingborg,seger,4,0
0,1,1925-09-27,1925_1926,borta,181,hemma,Sleipner,förlust,0,1
0,1,1925-09-27,1925_1926,borta,181,borta,Eskilstuna,seger,1,0
4,1,1925-09-27,1925_1926,hemma,182,hemma,Landskrona,seger,4,1
4,1,1925-09-27,1925_1926,hemma,182,borta,IFK Norrköping,förlust,1,4
5,1,1925-09-27,1925_1926,hemma,183,hemma,IFK Göteborg,seger,5,1
5,1,1925-09-27,1925_1926,hemma,183,borta,IFK Malmö,förlust,1,5
3,1,1925-09-27,1925_1926,hemma,184,hemma,AIK,seger,3,1
3,1,1925-09-27,1925_1926,hemma,184,borta,Gais,förlust,1,3
1,0,1925-10-04,1925_1926,hemma,185,hemma,Gais,seger,1,0
1,0,1925-10-04,1925_1926,hemma,185,borta,IFK Uddevalla,förlust,0,1
1,0,1925-10-04,1925_1926,hemma,186,hemma,IFK Malmö,seger,1,0
1,0,1925-10-04,1925_1926,hemma,186,borta,Sleipner,förlust,0,1
0,1,1925-10-04,1925_1926,borta,187,hemma,Helsingborg,förlust,0,1
0,1,1925-10-04,1925_1926,borta,187,borta,Örgryte,seger,1,0
1,4,1925-10-04,1925_1926,borta,188,hemma,Eskilstuna,förlust,1,4
1,4,1925-10-04,1925_1926,borta,188,borta,IFK Göteborg,seger,4,1
4,3,1925-10-04,1925_1926,hemma,189,hemma,IFK Norrköping,seger,4,3
4,3,1925-10-04,1925_1926,hemma,189,borta,City,förlust,3,4
2,1,1925-10-11,1925_1926,hemma,190,hemma,Örgryte,seger,2,1
2,1,1925-10-11,1925_1926,hemma,190,borta,Sleipner,förlust,1,2
2,6,1925-10-11,1925_1926,borta,191,hemma,Eskilstuna,förlust,2,6
2,6,1925-10-11,1925_1926,borta,191,borta,Helsingborg,seger,6,2
3,3,1925-10-11,1925_1926,lika,192,hemma,IFK Uddevalla,lika,3,3
3,3,1925-10-11,1925_1926,lika,192,borta,Landskrona,lika,3,3
5,3,1925-10-11,1925_1926,hemma,193,hemma,AIK,seger,5,3
5,3,1925-10-11,1925_1926,hemma,193,borta,IFK Norrköping,förlust,3,5
2,6,1925-10-18,1925_1926,borta,194,hemma,Landskrona,förlust,2,6
2,6,1925-10-18,1925_1926,borta,194,borta,Örgryte,seger,6,2
2,4,1925-10-18,1925_1926,borta,195,hemma,City,förlust,2,4
2,4,1925-10-18,1925_1926,borta,195,borta,IFK Uddevalla,seger,4,2
1,5,1925-10-18,1925_1926,borta,196,hemma,IFK Norrköping,förlust,1,5
1,5,1925-10-18,1925_1926,borta,196,borta,Gais,seger,5,1
4,1,1925-10-18,1925_1926,hemma,197,hemma,Helsingborg,seger,4,1
4,1,1925-10-18,1925_1926,hemma,197,borta,Eskilstuna,förlust,1,4
3,0,1925-10-18,1925_1926,hemma,198,hemma,IFK Göteborg,seger,3,0
3,0,1925-10-18,1925_1926,hemma,198,borta,AIK,förlust,0,3
1,2,1925-10-25,1925_1926,borta,199,hemma,IFK Uddevalla,förlust,1,2
1,2,1925-10-25,1925_1926,borta,199,borta,Helsingborg,seger,2,1
0,3,1925-10-25,1925_1926,borta,200,hemma,Sleipner,förlust,0,3
0,3,1925-10-25,1925_1926,borta,200,borta,Örgryte,seger,3,0
0,0,1925-10-25,1925_1926,lika,201,hemma,IFK Malmö,lika,0,0
0,0,1925-10-25,1925_1926,lika,201,borta,IFK Göteborg,lika,0,0
4,0,1925-10-25,1925_1926,hemma,202,hemma,Gais,seger,4,0
4,0,1925-10-25,1925_1926,hemma,202,borta,Landskrona,förlust,0,4
3,2,1925-10-25,1925_1926,hemma,203,hemma,Eskilstuna,seger,3,2
3,2,1925-10-25,1925_1926,hemma,203,borta,IFK Norrköping,förlust,2,3
4,3,1925-10-25,1925_1926,hemma,204,hemma,AIK,seger,4,3
4,3,1925-10-25,1925_1926,hemma,204,borta,City,förlust,3,4
1,2,1925-11-01,1925_1926,borta,205,hemma,Örgryte,förlust,1,2
1,2,1925-11-01,1925_1926,borta,205,borta,Eskilstuna,seger,2,1
0,3,1925-11-01,1925_1926,borta,206,hemma,City,förlust,0,3
0,3,1925-11-01,1925_1926,borta,206,borta,IFK Malmö,seger,3,0
3,2,1925-11-01,1925_1926,hemma,207,hemma,IFK Norrköping,seger,3,2
3,2,1925-11-01,1925_1926,hemma,207,borta,AIK,förlust,2,3
8,2,1926-04-02,1925_1926,hemma,208,hemma,IFK Göteborg,seger,8,2
8,2,1926-04-02,1925_1926,hemma,208,borta,Eskilstuna,förlust,2,8
4,1,1926-04-04,1925_1926,hemma,209,hemma,Gais,seger,4,1
4,1,1926-04-04,1925_1926,hemma,209,borta,Eskilstuna,förlust,1,4
3,0,1926-04-05,1925_1926,hemma,210,hemma,Örgryte,seger,3,0
3,0,1926-04-05,1925_1926,hemma,210,borta,IFK Norrköping,förlust,0,3
5,0,1926-04-05,1925_1926,hemma,211,hemma,Landskrona,seger,5,0
5,0,1926-04-05,1925_1926,hemma,211,borta,IFK Uddevalla,förlust,0,5
2,5,1926-04-11,1925_1926,borta,212,hemma,Sleipner,förlust,2,5
2,5,1926-04-11,1925_1926,borta,212,borta,Helsingborg,seger,5,2
5,1,1926-04-11,1925_1926,hemma,213,hemma,Örgryte,seger,5,1
5,1,1926-04-11,1925_1926,hemma,213,borta,City,förlust,1,5
2,1,1926-04-11,1925_1926,hemma,214,hemma,IFK Uddevalla,seger,2,1
2,1,1926-04-11,1925_1926,hemma,214,borta,AIK,förlust,1,2
0,6,1926-04-18,1925_1926,borta,215,hemma,Sleipner,förlust,0,6
0,6,1926-04-18,1925_1926,borta,215,borta,Gais,seger,6,0
5,0,1926-04-18,1925_1926,hemma,216,hemma,IFK Malmö,seger,5,0
5,0,1926-04-18,1925_1926,hemma,216,borta,IFK Uddevalla,förlust,0,5
1,1,1926-04-18,1925_1926,lika,217,hemma,IFK Göteborg,lika,1,1
1,1,1926-04-18,1925_1926,lika,217,borta,IFK Norrköping,lika,1,1
3,3,1926-04-18,1925_1926,lika,218,hemma,Eskilstuna,lika,3,3
3,3,1926-04-18,1925_1926,lika,218,borta,Landskrona,lika,3,3
3,3,1926-04-18,1925_1926,lika,219,hemma,AIK,lika,3,3
3,3,1926-04-18,1925_1926,lika,219,borta,Örgryte,lika,3,3
1,4,1926-04-25,1925_1926,borta,220,hemma,IFK Uddevalla,förlust,1,4
1,4,1926-04-25,1925_1926,borta,220,borta,Sleipner,seger,4,1
6,1,1926-04-25,1925_1926,hemma,221,hemma,IFK Norrköping,seger,6,1
6,1,1926-04-25,1925_1926,hemma,221,borta,Landskrona,förlust,1,6
3,2,1926-04-25,1925_1926,hemma,222,hemma,Helsingborg,seger,3,2
3,2,1926-04-25,1925_1926,hemma,222,borta,AIK,förlust,2,3
5,1,1926-04-25,1925_1926,hemma,223,hemma,Gais,seger,5,1
5,1,1926-04-25,1925_1926,hemma,223,borta,IFK Malmö,förlust,1,5
4,3,1926-04-25,1925_1926,hemma,224,hemma,City,seger,4,3
4,3,1926-04-25,1925_1926,hemma,224,borta,Eskilstuna,förlust,3,4
1,1,1926-04-30,1925_1926,lika,225,hemma,IFK Göteborg,lika,1,1
1,1,1926-04-30,1925_1926,lika,225,borta,Gais,lika,1,1
2,2,1926-05-02,1925_1926,lika,226,hemma,Örgryte,lika,2,2
2,2,1926-05-02,1925_1926,lika,226,borta,Helsingborg,lika,2,2
4,0,1926-05-02,1925_1926,hemma,227,hemma,Sleipner,seger,4,0
4,0,1926-05-02,1925_1926,hemma,227,borta,City,förlust,0,4
0,0,1926-05-02,1925_1926,lika,228,hemma,Eskilstuna,lika,0,0
0,0,1926-05-02,1925_1926,lika,228,borta,IFK Malmö,lika,0,0
0,0,1926-05-02,1925_1926,lika,229,hemma,AIK,lika,0,0
0,0,1926-05-02,1925_1926,lika,229,borta,IFK Uddevalla,lika,0,0
2,1,1926-05-05,1925_1926,hemma,230,hemma,IFK Göteborg,seger,2,1
2,1,1926-05-05,1925_1926,hemma,230,borta,IFK Uddevalla,förlust,1,2
6,1,1926-05-05,1925_1926,hemma,231,hemma,Helsingborg,seger,6,1
6,1,1926-05-05,1925_1926,hemma,231,borta,Landskrona,förlust,1,6
2,2,1926-05-07,1925_1926,lika,232,hemma,Gais,lika,2,2
2,2,1926-05-07,1925_1926,lika,232,borta,Örgryte,lika,2,2
2,1,1926-05-09,1925_1926,hemma,233,hemma,IFK Uddevalla,seger,2,1
2,1,1926-05-09,1925_1926,hemma,233,borta,Gais,förlust,1,2
0,5,1926-05-09,1925_1926,borta,234,hemma,IFK Norrköping,förlust,0,5
0,5,1926-05-09,1925_1926,borta,234,borta,Örgryte,seger,5,0
1,0,1926-05-09,1925_1926,hemma,235,hemma,IFK Malmö,seger,1,0
1,0,1926-05-09,1925_1926,hemma,235,borta,Helsingborg,förlust,0,1
2,2,1926-05-09,1925_1926,lika,236,hemma,Landskrona,lika,2,2
2,2,1926-05-09,1925_1926,lika,236,borta,AIK,lika,2,2
6,0,1926-05-09,1925_1926,hemma,237,hemma,IFK Göteborg,seger,6,0
6,0,1926-05-09,1925_1926,hemma,237,borta,City,förlust,0,6
1,3,1926-05-09,1925_1926,borta,238,hemma,Eskilstuna,förlust,1,3
1,3,1926-05-09,1925_1926,borta,238,borta,Sleipner,seger,3,1
2,7,1926-05-13,1925_1926,borta,239,hemma,Landskrona,förlust,2,7
2,7,1926-05-13,1925_1926,borta,239,borta,Sleipner,seger,7,2
3,4,1926-05-13,1925_1926,borta,240,hemma,City,förlust,3,4
3,4,1926-05-13,1925_1926,borta,240,borta,IFK Norrköping,seger,4,3
3,1,1926-05-13,1925_1926,hemma,241,hemma,AIK,seger,3,1
3,1,1926-05-13,1925_1926,hemma,241,borta,IFK Göteborg,förlust,1,3
5,0,1926-05-13,1925_1926,hemma,242,hemma,Gais,seger,5,0
5,0,1926-05-13,1925_1926,hemma,242,borta,Helsingborg,förlust,0,5
3,2,1926-05-16,1925_1926,hemma,243,hemma,Örgryte,seger,3,2
3,2,1926-05-16,1925_1926,hemma,243,borta,IFK Uddevalla,förlust,2,3
1,2,1926-05-16,1925_1926,borta,244,hemma,IFK Malmö,förlust,1,2
1,2,1926-05-16,1925_1926,borta,244,borta,IFK Norrköping,seger,2,1
5,1,1926-05-16,1925_1926,hemma,245,hemma,Helsingborg,seger,5,1
5,1,1926-05-16,1925_1926,hemma,245,borta,City,förlust,1,5
1,1,1926-05-16,1925_1926,lika,246,hemma,Eskilstuna,lika,1,1
1,1,1926-05-16,1925_1926,lika,246,borta,AIK,lika,1,1
0,3,1926-05-16,1925_1926,borta,247,hemma,Sleipner,förlust,0,3
0,3,1926-05-16,1925_1926,borta,247,borta,IFK Göteborg,seger,3,0
2,2,1926-05-21,1925_1926,lika,248,hemma,Landskrona,lika,2,2
2,2,1926-05-21,1925_1926,lika,248,borta,IFK Malmö,lika,2,2
2,1,1926-05-21,1925_1926,hemma,249,hemma,IFK Norrköping,seger,2,1
2,1,1926-05-21,1925_1926,hemma,249,borta,Sleipner,förlust,1,2
0,3,1926-05-23,1925_1926,borta,250,hemma,City,förlust,0,3
0,3,1926-05-23,1925_1926,borta,250,borta,AIK,seger,3,0
5,0,1926-05-24,1925_1926,hemma,251,hemma,IFK Norrköping,seger,5,0
5,0,1926-05-24,1925_1926,hemma,251,borta,IFK Uddevalla,förlust,0,5
3,3,1926-05-24,1925_1926,lika,252,hemma,AIK,lika,3,3
3,3,1926-05-24,1925_1926,lika,252,borta,IFK Malmö,lika,3,3
1,1,1926-05-30,1925_1926,lika,253,hemma,IFK Uddevalla,lika,1,1
1,1,1926-05-30,1925_1926,lika,253,borta,IFK Norrköping,lika,1,1
3,1,1926-05-30,1925_1926,hemma,254,hemma,Sleipner,seger,3,1
3,1,1926-05-30,1925_1926,hemma,254,borta,IFK Malmö,förlust,1,3
5,1,1926-05-30,1925_1926,hemma,255,hemma,Landskrona,seger,5,1
5,1,1926-05-30,1925_1926,hemma,255,borta,City,förlust,1,5
1,4,1926-05-30,1925_1926,borta,256,hemma,Helsingborg,förlust,1,4
1,4,1926-05-30,1925_1926,borta,256,borta,IFK Göteborg,seger,4,1
6,0,1926-05-30,1925_1926,hemma,257,hemma,Gais,seger,6,0
6,0,1926-05-30,1925_1926,hemma,257,borta,AIK,förlust,0,6
1,1,1926-06-04,1925_1926,lika,258,hemma,Örgryte,lika,1,1
1,1,1926-06-04,1925_1926,lika,258,borta,IFK Göteborg,lika,1,1
2,3,1926-06-06,1925_1926,borta,259,hemma,IFK Uddevalla,förlust,2,3
2,3,1926-06-06,1925_1926,borta,259,borta,Eskilstuna,seger,3,2
2,0,1926-06-06,1925_1926,hemma,260,hemma,IFK Norrköping,seger,2,0
2,0,1926-06-06,1925_1926,hemma,260,borta,Helsingborg,förlust,0,2
1,6,1926-06-06,1925_1926,borta,261,hemma,IFK Malmö,förlust,1,6
1,6,1926-06-06,1925_1926,borta,261,borta,Örgryte,seger,6,1
4,2,1926-06-06,1925_1926,hemma,262,hemma,IFK Göteborg,seger,4,2
4,2,1926-06-06,1925_1926,hemma,262,borta,Landskrona,förlust,2,4
0,6,1926-06-06,1925_1926,borta,263,hemma,City,förlust,0,6
0,6,1926-06-06,1925_1926,borta,263,borta,Gais,seger,6,0
2,3,1926-06-06,1925_1926,borta,264,hemma,AIK,förlust,2,3
2,3,1926-06-06,1925_1926,borta,264,borta,Sleipner,seger,3,2
1,7,1926-08-01,1926_1927,borta,265,hemma,IFK Uddevalla,förlust,1,7
1,7,1926-08-01,1926_1927,borta,265,borta,Eskilstuna,seger,7,1
0,3,1926-08-01,1926_1927,borta,266,hemma,IFK Norrköping,förlust,0,3
0,3,1926-08-01,1926_1927,borta,266,borta,Gais,seger,3,0
7,0,1926-08-01,1926_1927,hemma,267,hemma,Helsingborg,seger,7,0
7,0,1926-08-01,1926_1927,hemma,267,borta,Westermalm,förlust,0,7
4,2,1926-08-01,1926_1927,hemma,268,hemma,IFK Göteborg,seger,4,2
4,2,1926-08-01,1926_1927,hemma,268,borta,Landskrona,förlust,2,4
0,1,1926-08-01,1926_1927,borta,269,hemma,Elfsborg,förlust,0,1
0,1,1926-08-01,1926_1927,borta,269,borta,Örgryte,seger,1,0
2,1,1926-08-01,1926_1927,hemma,270,hemma,AIK,seger,2,1
2,1,1926-08-01,1926_1927,hemma,270,borta,Sleipner,förlust,1,2
3,2,1926-08-06,1926_1927,hemma,271,hemma,IFK Göteborg,seger,3,2
3,2,1926-08-06,1926_1927,hemma,271,borta,Örgryte,förlust,2,3
2,1,1926-08-08,1926_1927,hemma,272,hemma,Örgryte,seger,2,1
2,1,1926-08-08,1926_1927,hemma,272,borta,AIK,förlust,1,2
4,1,1926-08-08,1926_1927,hemma,273,hemma,Westermalm,seger,4,1
4,1,1926-08-08,1926_1927,hemma,273,borta,IFK Uddevalla,förlust,1,4
2,0,1926-08-08,1926_1927,hemma,274,hemma,Sleipner,seger,2,0
2,0,1926-08-08,1926_1927,hemma,274,borta,Helsingborg,förlust,0,2
2,2,1926-08-08,1926_1927,lika,275,hemma,Landskrona,lika,2,2
2,2,1926-08-08,1926_1927,lika,275,borta,Elfsborg,lika,2,2
3,3,1926-08-08,1926_1927,lika,276,hemma,Eskilstuna,lika,3,3
3,3,1926-08-08,1926_1927,lika,276,borta,IFK Norrköping,lika,3,3
2,3,1926-08-13,1926_1927,borta,277,hemma,Örgryte,förlust,2,3
2,3,1926-08-13,1926_1927,borta,277,borta,Gais,seger,3,2
3,1,1926-08-15,1926_1927,hemma,278,hemma,IFK Norrköping,seger,3,1
3,1,1926-08-15,1926_1927,hemma,278,borta,Sleipner,förlust,1,3
4,2,1926-08-15,1926_1927,hemma,279,hemma,Helsingborg,seger,4,2
4,2,1926-08-15,1926_1927,hemma,279,borta,IFK Göteborg,förlust,2,4
6,0,1926-08-15,1926_1927,hemma,280,hemma,Gais,seger,6,0
6,0,1926-08-15,1926_1927,hemma,280,borta,IFK Uddevalla,förlust,0,6
5,1,1926-08-15,1926_1927,hemma,281,hemma,Elfsborg,seger,5,1
5,1,1926-08-15,1926_1927,hemma,281,borta,Westermalm,förlust,1,5
2,1,1926-08-15,1926_1927,hemma,282,hemma,AIK,seger,2,1
2,1,1926-08-15,1926_1927,hemma,282,borta,Eskilstuna,förlust,1,2
1,0,1926-08-20,1926_1927,hemma,283,hemma,Westermalm,seger,1,0
1,0,1926-08-20,1926_1927,hemma,283,borta,AIK,förlust,0,1
1,1,1926-08-20,1926_1927,lika,284,hemma,Gais,lika,1,1
1,1,1926-08-20,1926_1927,lika,284,borta,IFK Göteborg,lika,1,1
2,1,1926-08-22,1926_1927,hemma,285,hemma,Sleipner,seger,2,1
2,1,1926-08-22,1926_1927,hemma,285,borta,Elfsborg,förlust,1,2
1,2,1926-08-22,1926_1927,borta,286,hemma,Landskrona,förlust,1,2
1,2,1926-08-22,1926_1927,borta,286,borta,Helsingborg,seger,2,1
4,0,1926-08-22,1926_1927,hemma,287,hemma,IFK Göteborg,seger,4,0
4,0,1926-08-22,1926_1927,hemma,287,borta,IFK Norrköping,förlust,0,4
1,2,1926-08-22,1926_1927,borta,288,hemma,Eskilstuna,förlust,1,2
1,2,1926-08-22,1926_1927,borta,288,borta,Örgryte,seger,2,1
7,0,1926-08-25,1926_1927,hemma,289,hemma,Gais,seger,7,0
7,0,1926-08-25,1926_1927,hemma,289,borta,Elfsborg,förlust,0,7
4,1,1926-08-29,1926_1927,hemma,290,hemma,Örgryte,seger,4,1
4,1,1926-08-29,1926_1927,hemma,290,borta,Westermalm,förlust,1,4
8,2,1926-08-29,1926_1927,hemma,291,hemma,Sleipner,seger,8,2
8,2,1926-08-29,1926_1927,hemma,291,borta,Eskilstuna,förlust,2,8
1,2,1926-08-29,1926_1927,borta,292,hemma,Landskrona,förlust,1,2
1,2,1926-08-29,1926_1927,borta,292,borta,IFK Norrköping,seger,2,1
1,0,1926-08-29,1926_1927,hemma,293,hemma,Helsingborg,seger,1,0
1,0,1926-08-29,1926_1927,hemma,293,borta,IFK Uddevalla,förlust,0,1
2,3,1926-08-29,1926_1927,borta,294,hemma,AIK,förlust,2,3
2,3,1926-08-29,1926_1927,borta,294,borta,IFK Göteborg,seger,3,2
1,2,1926-09-05,1926_1927,borta,295,hemma,IFK Uddevalla,förlust,1,2
1,2,1926-09-05,1926_1927,borta,295,borta,IFK Göteborg,seger,2,1
3,4,1926-09-05,1926_1927,borta,296,hemma,IFK Norrköping,förlust,3,4
3,4,1926-09-05,1926_1927,borta,296,borta,Örgryte,seger,4,3
2,1,1926-09-05,1926_1927,hemma,297,hemma,Gais,seger,2,1
2,1,1926-09-05,1926_1927,hemma,297,borta,Sleipner,förlust,1,2
4,1,1926-09-05,1926_1927,hemma,298,hemma,Eskilstuna,seger,4,1
4,1,1926-09-05,1926_1927,hemma,298,borta,Westermalm,förlust,1,4
1,4,1926-09-05,1926_1927,borta,299,hemma,Elfsborg,förlust,1,4
1,4,1926-09-05,1926_1927,borta,299,borta,Helsingborg,seger,4,1
4,0,1926-09-05,1926_1927,hemma,300,hemma,AIK,seger,4,0
4,0,1926-09-05,1926_1927,hemma,300,borta,Landskrona,förlust,0,4
2,3,1926-09-12,1926_1927,borta,301,hemma,Westermalm,förlust,2,3
2,3,1926-09-12,1926_1927,borta,301,borta,Sleipner,seger,3,2
2,1,1926-09-12,1926_1927,hemma,302,hemma,IFK Norrköping,seger,2,1
2,1,1926-09-12,1926_1927,hemma,302,borta,AIK,förlust,1,2
0,3,1926-09-12,1926_1927,borta,303,hemma,Landskrona,förlust,0,3
0,3,1926-09-12,1926_1927,borta,303,borta,Örgryte,seger,3,0
2,0,1926-09-12,1926_1927,hemma,304,hemma,Helsingborg,seger,2,0
2,0,1926-09-12,1926_1927,hemma,304,borta,Gais,förlust,0,2
3,0,1926-09-12,1926_1927,hemma,305,hemma,IFK Göteborg,seger,3,0
3,0,1926-09-12,1926_1927,hemma,305,borta,Eskilstuna,förlust,0,3
5,1,1926-09-12,1926_1927,hemma,306,hemma,Elfsborg,seger,5,1
5,1,1926-09-12,1926_1927,hemma,306,borta,IFK Uddevalla,förlust,1,5
3,2,1926-09-19,1926_1927,hemma,307,hemma,Örgryte,seger,3,2
3,2,1926-09-19,1926_1927,hemma,307,borta,Helsingborg,förlust,2,3
4,1,1926-09-19,1926_1927,hemma,308,hemma,Westermalm,seger,4,1
4,1,1926-09-19,1926_1927,hemma,308,borta,IFK Norrköping,förlust,1,4
2,2,1926-09-19,1926_1927,lika,309,hemma,IFK Uddevalla,lika,2,2
2,2,1926-09-19,1926_1927,lika,309,borta,AIK,lika,2,2
6,0,1926-09-19,1926_1927,hemma,310,hemma,Sleipner,seger,6,0
6,0,1926-09-19,1926_1927,hemma,310,borta,Landskrona,förlust,0,6
1,6,1926-09-19,1926_1927,borta,311,hemma,Eskilstuna,förlust,1,6
1,6,1926-09-19,1926_1927,borta,311,borta,Gais,seger,6,1
1,0,1926-09-19,1926_1927,hemma,312,hemma,Elfsborg,seger,1,0
1,0,1926-09-19,1926_1927,hemma,312,borta,IFK Göteborg,förlust,0,1
1,0,1926-09-26,1926_1927,hemma,313,hemma,Sleipner,seger,1,0
1,0,1926-09-26,1926_1927,hemma,313,borta,IFK Uddevalla,förlust,0,1
4,2,1926-09-26,1926_1927,hemma,314,hemma,Landskrona,seger,4,2
4,2,1926-09-26,1926_1927,hemma,314,borta,Westermalm,förlust,2,4
2,2,1926-09-26,1926_1927,lika,315,hemma,Gais,lika,2,2
2,2,1926-09-26,1926_1927,lika,315,borta,IFK Norrköping,lika,2,2
3,3,1926-09-26,1926_1927,lika,316,hemma,Eskilstuna,lika,3,3
3,3,1926-09-26,1926_1927,lika,316,borta,Elfsborg,lika,3,3
1,3,1926-09-26,1926_1927,borta,317,hemma,AIK,förlust,1,3
1,3,1926-09-26,1926_1927,borta,317,borta,Helsingborg,seger,3,1
1,3,1926-10-03,1926_1927,borta,318,hemma,IFK Uddevalla,förlust,1,3
1,3,1926-10-03,1926_1927,borta,318,borta,Landskrona,seger,3,1
0,0,1926-10-10,1926_1927,lika,319,hemma,Westermalm,lika,0,0
0,0,1926-10-10,1926_1927,lika,319,borta,Örgryte,lika,0,0
1,1,1926-10-10,1926_1927,lika,320,hemma,IFK Norrköping,lika,1,1
1,1,1926-10-10,1926_1927,lika,320,borta,IFK Uddevalla,lika,1,1
1,1,1926-10-10,1926_1927,lika,321,hemma,Landskrona,lika,1,1
1,1,1926-10-10,1926_1927,lika,321,borta,Gais,lika,1,1
4,3,1926-10-10,1926_1927,hemma,322,hemma,Helsingborg,seger,4,3
4,3,1926-10-10,1926_1927,hemma,322,borta,Sleipner,förlust,3,4
2,0,1926-10-10,1926_1927,hemma,323,hemma,IFK Göteborg,seger,2,0
2,0,1926-10-10,1926_1927,hemma,323,borta,AIK,förlust,0,2
2,3,1926-10-10,1926_1927,borta,324,hemma,Elfsborg,förlust,2,3
2,3,1926-10-10,1926_1927,borta,324,borta,Eskilstuna,seger,3,2
0,3,1926-10-17,1926_1927,borta,325,hemma,Örgryte,förlust,0,3
0,3,1926-10-17,1926_1927,borta,325,borta,IFK Norrköping,seger,3,0
2,2,1926-10-17,1926_1927,lika,326,hemma,IFK Uddevalla,lika,2,2
2,2,1926-10-17,1926_1927,lika,326,borta,Westermalm,lika,2,2
0,5,1926-10-17,1926_1927,borta,327,hemma,Sleipner,förlust,0,5
0,5,1926-10-17,1926_1927,borta,327,borta,IFK Göteborg,seger,5,0
7,1,1926-10-17,1926_1927,hemma,328,hemma,Helsingborg,seger,7,1
7,1,1926-10-17,1926_1927,hemma,328,borta,Elfsborg,förlust,1,7
5,1,1926-10-17,1926_1927,hemma,329,hemma,Eskilstuna,seger,5,1
5,1,1926-10-17,1926_1927,hemma,329,borta,Landskrona,förlust,1,5
1,4,1926-10-17,1926_1927,borta,330,hemma,AIK,förlust,1,4
1,4,1926-10-17,1926_1927,borta,330,borta,Gais,seger,4,1
1,6,1926-10-24,1926_1927,borta,331,hemma,Westermalm,förlust,1,6
1,6,1926-10-24,1926_1927,borta,331,borta,IFK Göteborg,seger,6,1
1,1,1926-10-24,1926_1927,lika,332,hemma,Sleipner,lika,1,1
1,1,1926-10-24,1926_1927,lika,332,borta,Örgryte,lika,1,1
2,3,1926-10-24,1926_1927,borta,333,hemma,Landskrona,förlust,2,3
2,3,1926-10-24,1926_1927,borta,333,borta,AIK,seger,3,2
2,1,1926-10-24,1926_1927,hemma,334,hemma,Gais,seger,2,1
2,1,1926-10-24,1926_1927,hemma,334,borta,Helsingborg,förlust,1,2
2,0,1926-10-24,1926_1927,hemma,335,hemma,Eskilstuna,seger,2,0
2,0,1926-10-24,1926_1927,hemma,335,borta,IFK Uddevalla,förlust,0,2
2,4,1926-10-24,1926_1927,borta,336,hemma,Elfsborg,förlust,2,4
2,4,1926-10-24,1926_1927,borta,336,borta,IFK Norrköping,seger,4,2
2,2,1926-10-31,1926_1927,lika,337,hemma,Westermalm,lika,2,2
2,2,1926-10-31,1926_1927,lika,337,borta,Eskilstuna,lika,2,2
0,3,1926-10-31,1926_1927,borta,338,hemma,IFK Norrköping,förlust,0,3
0,3,1926-10-31,1926_1927,borta,338,borta,Landskrona,seger,3,0
2,1,1926-10-31,1926_1927,hemma,339,hemma,Helsingborg,seger,2,1
2,1,1926-10-31,1926_1927,hemma,339,borta,AIK,förlust,1,2
4,0,1926-10-31,1926_1927,hemma,340,hemma,IFK Göteborg,seger,4,0
4,0,1926-10-31,1926_1927,hemma,340,borta,Sleipner,förlust,0,4
0,5,1926-10-31,1926_1927,borta,341,hemma,Elfsborg,förlust,0,5
0,5,1926-10-31,1926_1927,borta,341,borta,Gais,seger,5,0
0,1,1926-11-21,1926_1927,borta,342,hemma,IFK Uddevalla,förlust,0,1
0,1,1926-11-21,1926_1927,borta,342,borta,Örgryte,seger,1,0
3,1,1927-04-10,1926_1927,hemma,343,hemma,Örgryte,seger,3,1
3,1,1927-04-10,1926_1927,hemma,343,borta,IFK Uddevalla,förlust,1,3
0,1,1927-04-10,1926_1927,borta,344,hemma,IFK Norrköping,förlust,0,1
0,1,1927-04-10,1926_1927,borta,344,borta,IFK Göteborg,seger,1,0
0,3,1927-04-10,1926_1927,borta,345,hemma,Elfsborg,förlust,0,3
0,3,1927-04-10,1926_1927,borta,345,borta,Sleipner,seger,3,0
3,1,1927-04-15,1926_1927,hemma,346,hemma,Gais,seger,3,1
3,1,1927-04-15,1926_1927,hemma,346,borta,Westermalm,förlust,1,3
2,1,1927-04-16,1926_1927,hemma,347,hemma,Örgryte,seger,2,1
2,1,1927-04-16,1926_1927,hemma,347,borta,Landskrona,förlust,1,2
2,0,1927-04-17,1926_1927,hemma,348,hemma,IFK Göteborg,seger,2,0
